package_type,distance_km,weight_kg,urgency,transport_mode,route_duration_hours,eta_hours,dataset_type
Other,124.78,65.24,Critical,Van,3.28,2.08,synthetic
Other,323.11,57.22,Medium,Truck,7.21,7.57,synthetic
Other,1146.33,45.22,Medium,Truck,24.08,25.16,synthetic
Industrial,114.12,42.57,Medium,Van,2.49,2.67,synthetic
Industrial,121.06,14.96,Medium,Van,3.14,3.03,synthetic
Food,391.61,51.58,High,Truck,8.41,8.02,synthetic
Fragile,357.4,64.18,Medium,Truck,8.43,10.08,synthetic
Documents,47.42,33.32,High,Van,1.05,0.75,synthetic
Documents,124.75,24.73,Medium,Van,2.74,3.17,synthetic
Apparel,327.09,4.51,Medium,Truck,6.32,6.64,synthetic
Other,658.2,203.76,Low,Truck,15.72,18.99,synthetic
Food,90.29,42.21,Medium,Van,2.44,2.66,synthetic
Other,191.1,20.4,Critical,Van,4.16,3.68,synthetic
Food,121.83,12.39,High,Van,2.94,2.66,synthetic
Fragile,472.45,32.06,Medium,Truck,11.32,13.37,synthetic
Pharmaceutical,97.24,4.88,High,Van,2.42,3.57,synthetic
Electronics,75.18,43.0,High,Van,2.01,2.06,synthetic
Pharmaceutical,85.5,3.05,Medium,Truck,2.04,1.94,synthetic
Electronics,239.24,34.33,Low,Truck,5.48,6.91,synthetic
Pharmaceutical,224.17,43.06,Critical,Truck,5.27,4.77,synthetic
Electronics,169.73,11.83,Low,Van,3.74,4.76,synthetic
Apparel,99.09,59.7,Medium,Van,2.46,2.97,synthetic
Apparel,186.57,86.22,High,Truck,4.29,4.21,synthetic
Food,679.63,24.5,High,Truck,13.73,13.37,synthetic
Industrial,88.78,66.91,Low,Van,1.99,1.93,synthetic
Fragile,112.91,65.92,High,Van,2.8,2.45,synthetic
Pharmaceutical,333.21,89.66,Medium,Truck,7.28,7.75,synthetic
Industrial,490.36,15.78,High,Truck,9.48,9.19,synthetic
Pharmaceutical,165.26,31.5,Medium,Van,3.82,4.77,synthetic
Pharmaceutical,79.94,56.28,Critical,Van,1.9,0.88,synthetic
Fragile,262.92,27.8,Medium,Truck,6.11,6.78,synthetic
Food,224.33,10.91,Medium,Truck,4.47,5.2,synthetic
Electronics,177.2,76.01,High,Van,4.2,3.72,synthetic
Industrial,226.47,10.35,High,Truck,5.33,5.72,synthetic
Electronics,158.07,32.63,Low,Van,3.85,5.07,synthetic
Other,550.16,31.32,Low,Truck,11.58,14.32,synthetic
Electronics,129.05,10.56,Medium,Van,3.33,3.79,synthetic
Other,434.55,52.27,Low,Truck,10.11,11.97,synthetic
Industrial,380.78,18.22,High,Truck,7.37,6.68,synthetic
Apparel,196.97,72.67,High,Van,4.75,4.81,synthetic
Pharmaceutical,124.97,2.59,Critical,Van,3.02,2.92,synthetic
Other,160.89,24.89,Low,Van,3.63,4.02,synthetic
Industrial,270.51,6.34,High,Truck,5.34,5.08,synthetic
Pharmaceutical,169.5,9.79,Medium,Van,4.09,4.77,synthetic
Electronics,208.64,16.27,High,Truck,4.27,4.26,synthetic
Electronics,363.98,8.78,Medium,Truck,7.07,7.28,synthetic
Industrial,130.04,11.72,Medium,Air,0.23,0.31,synthetic
Fragile,147.96,24.64,Low,Van,3.32,5.14,synthetic
Pharmaceutical,330.74,30.83,Low,Truck,7.43,10.32,synthetic
Apparel,54.18,6.14,Low,Van,1.22,1.05,synthetic
Electronics,125.75,14.62,Low,Van,3.43,3.74,synthetic
Other,431.26,11.8,High,Truck,8.51,8.49,synthetic
Electronics,459.41,11.92,High,Truck,10.97,9.76,synthetic
Apparel,378.74,22.7,Critical,Truck,8.95,7.42,synthetic
Documents,102.61,31.77,Medium,Van,2.64,3.07,synthetic
Electronics,113.67,20.73,Medium,Van,2.91,3.18,synthetic
Electronics,293.35,44.73,Medium,Truck,6.92,7.32,synthetic
Apparel,234.81,51.18,Critical,Truck,4.41,3.43,synthetic
Other,82.48,98.73,Low,Truck,1.89,2.96,synthetic
Industrial,104.1,19.1,High,Van,2.44,2.38,synthetic
Electronics,167.38,173.19,High,Truck,3.84,3.34,synthetic
Food,118.42,10.44,High,Van,2.9,2.17,synthetic
Electronics,174.85,44.76,Low,Van,4.12,4.68,synthetic
Industrial,117.48,8.94,Medium,Van,2.91,3.3,synthetic
Other,186.33,57.66,High,Van,4.61,4.35,synthetic
Other,90.84,4.72,Low,Van,2.25,2.9,synthetic
Food,91.22,11.07,Low,Van,2.14,2.03,synthetic
Food,79.33,21.6,High,Van,1.98,1.76,synthetic
Electronics,135.26,13.05,High,Van,3.33,3.46,synthetic
Other,253.61,34.9,High,Truck,5.01,4.65,synthetic
Documents,296.75,7.94,High,Truck,6.11,5.17,synthetic
Industrial,365.51,117.88,Medium,Truck,7.8,7.74,synthetic
Fragile,119.77,8.97,Low,Van,3.28,3.89,synthetic
Apparel,132.39,129.13,Low,Bike,6.82,8.09,synthetic
Fragile,304.57,66.69,High,Truck,5.87,5.83,synthetic
Fragile,217.19,41.83,Medium,Truck,4.98,5.43,synthetic
Electronics,405.27,23.35,Medium,Truck,9.59,9.99,synthetic
Pharmaceutical,115.21,149.71,Low,Truck,2.48,3.41,synthetic
Pharmaceutical,560.22,14.3,Medium,Truck,10.81,12.73,synthetic
Apparel,102.21,80.61,High,Truck,2.13,1.86,synthetic
Fragile,355.23,2.41,Low,Truck,7.7,10.79,synthetic
Documents,122.73,103.02,High,Truck,2.68,2.04,synthetic
Electronics,88.24,19.32,Medium,Van,2.12,2.43,synthetic
Apparel,279.85,39.9,Low,Truck,5.87,7.03,synthetic
Industrial,349.88,71.78,Medium,Truck,8.24,8.95,synthetic
Other,89.45,15.05,Medium,Van,2.15,2.2,synthetic
Other,331.69,20.53,High,Truck,7.82,7.5,synthetic
Electronics,145.59,29.43,Low,Truck,3.13,3.92,synthetic
Pharmaceutical,113.1,18.4,Critical,Van,2.76,1.89,synthetic
Pharmaceutical,148.87,18.7,Low,Van,3.4,3.93,synthetic
Industrial,309.48,157.01,High,Truck,6.35,5.95,synthetic
Documents,264.41,8.95,Low,Truck,6.23,7.65,synthetic
Food,142.36,1.25,Medium,Van,3.12,3.09,synthetic
Other,174.31,2.04,Medium,Van,3.93,4.3,synthetic
Apparel,185.12,17.97,Medium,Van,4.8,4.97,synthetic
Other,120.46,24.31,High,Air,0.22,0.3,synthetic
Apparel,212.32,35.07,Critical,Truck,4.85,3.98,synthetic
Other,178.32,14.14,Medium,Van,4.14,3.98,synthetic
Pharmaceutical,87.1,46.63,Medium,Van,2.15,2.46,synthetic
Other,128.25,38.05,High,Van,3.09,3.23,synthetic
Documents,297.9,154.2,Medium,Truck,6.36,6.34,synthetic
Pharmaceutical,38.99,2.65,Low,Bike,1.96,2.2,synthetic
Industrial,351.11,28.51,Medium,Truck,6.58,6.91,synthetic
Pharmaceutical,91.39,542.34,High,Truck,2.04,2.51,synthetic
Fragile,58.94,114.87,High,Truck,1.34,0.96,synthetic
Other,114.9,27.39,Low,Van,3.06,4.32,synthetic
Fragile,139.57,82.81,Medium,Truck,3.23,4.2,synthetic
Food,176.54,4.31,Low,Van,4.52,5.6,synthetic
Fragile,213.88,8.69,Medium,Truck,4.62,5.47,synthetic
Electronics,72.2,5.37,Medium,Van,1.98,2.55,synthetic
Electronics,349.14,4.48,Critical,Truck,7.08,6.0,synthetic
Pharmaceutical,277.97,2.34,Medium,Truck,6.24,7.35,synthetic
Documents,358.64,103.65,Low,Truck,7.63,9.44,synthetic
Other,192.99,18.9,Medium,Van,4.65,4.8,synthetic
Fragile,176.05,73.98,High,Van,4.57,4.99,synthetic
Industrial,282.9,6.62,High,Truck,6.02,5.48,synthetic
Food,265.63,7.84,Medium,Truck,5.1,5.15,synthetic
Food,165.7,36.32,Critical,Van,3.83,3.15,synthetic
Other,287.08,11.02,Medium,Truck,5.75,5.73,synthetic
Electronics,237.3,5.72,Medium,Truck,5.55,6.38,synthetic
Fragile,231.91,41.2,Medium,Truck,5.1,5.93,synthetic
Industrial,102.52,29.81,Medium,Van,2.74,3.03,synthetic
Other,557.71,77.78,Low,Truck,11.66,13.72,synthetic
Industrial,373.78,3.76,Low,Truck,8.05,9.43,synthetic
Industrial,101.65,54.03,High,Van,2.39,2.16,synthetic
Documents,586.17,54.01,Medium,Truck,11.93,12.96,synthetic
Pharmaceutical,233.76,22.65,Low,Van,5.31,7.16,synthetic
Food,71.07,49.87,High,Van,1.58,1.44,synthetic
Other,751.92,7.96,Medium,Truck,15.45,16.06,synthetic
Pharmaceutical,639.5,40.16,Medium,Air,1.12,1.18,synthetic
Other,481.67,71.17,Medium,Truck,11.42,12.67,synthetic
Food,318.71,4.0,Medium,Truck,6.88,7.21,synthetic
Other,120.83,14.73,Medium,Van,3.22,2.75,synthetic
Food,417.43,11.34,Medium,Truck,8.55,9.11,synthetic
Pharmaceutical,378.59,22.87,High,Truck,8.59,8.56,synthetic
Food,281.9,54.57,High,Truck,5.98,5.52,synthetic
Fragile,150.73,106.7,Critical,Truck,3.58,2.81,synthetic
Fragile,170.17,12.04,High,Van,4.23,4.86,synthetic
Other,187.95,118.21,Critical,Truck,3.96,3.57,synthetic
Electronics,231.26,18.99,Low,Truck,5.2,6.16,synthetic
Pharmaceutical,134.21,34.68,Medium,Van,3.24,3.84,synthetic
Other,53.84,28.52,Medium,Van,1.45,1.73,synthetic
Electronics,721.6,7.75,Medium,Air,1.28,1.37,synthetic
Electronics,199.49,14.98,High,Van,5.08,4.27,synthetic
Apparel,1139.72,108.33,High,Air,2.1,1.51,synthetic
Pharmaceutical,104.29,11.37,High,Van,2.81,2.47,synthetic
Fragile,107.91,10.39,Medium,Van,2.33,2.68,synthetic
Electronics,164.12,18.06,Medium,Van,3.92,4.08,synthetic
Electronics,99.24,57.17,Medium,Bike,4.24,4.6,synthetic
Pharmaceutical,348.83,66.84,Critical,Truck,7.57,7.12,synthetic
Industrial,220.85,32.19,Medium,Truck,4.93,6.21,synthetic
Industrial,132.64,14.34,High,Van,3.27,2.85,synthetic
Pharmaceutical,106.66,3.75,Medium,Van,2.68,3.03,synthetic
Fragile,108.98,102.44,Medium,Truck,2.49,2.93,synthetic
Apparel,128.03,19.71,High,Van,3.28,2.41,synthetic
Industrial,308.45,34.24,Medium,Truck,6.41,7.19,synthetic
Apparel,346.99,56.01,High,Truck,7.36,6.99,synthetic
Electronics,388.9,8.76,High,Truck,8.43,7.75,synthetic
Electronics,49.57,8.67,Medium,Van,1.1,0.73,synthetic
Fragile,186.76,174.05,Medium,Air,0.33,0.3,synthetic
Food,64.46,20.32,High,Van,1.71,1.87,synthetic
Food,107.33,19.25,Low,Van,2.89,2.51,synthetic
Apparel,202.63,22.0,Medium,Truck,3.95,4.06,synthetic
Pharmaceutical,405.09,10.97,Medium,Truck,8.75,10.86,synthetic
Industrial,354.66,95.12,Medium,Truck,7.38,7.78,synthetic
Food,213.09,31.78,Medium,Truck,4.96,5.99,synthetic
Fragile,105.39,118.42,Critical,Truck,2.43,2.24,synthetic
Documents,68.86,22.27,Medium,Air,0.11,0.3,synthetic
Food,1233.55,63.62,High,Van,27.8,25.64,synthetic
Apparel,193.27,3.13,Low,Van,5.15,5.94,synthetic
Fragile,77.46,53.81,Medium,Van,1.69,1.41,synthetic
Electronics,581.12,34.69,Critical,Truck,11.29,8.96,synthetic
Other,77.61,6.01,Medium,Van,1.74,1.43,synthetic
Documents,223.07,14.33,Critical,Truck,4.27,3.94,synthetic
Electronics,188.54,8.34,Low,Van,4.14,4.64,synthetic
Documents,35.24,7.68,Medium,Van,0.85,0.42,synthetic
Fragile,116.1,34.92,Critical,Van,2.71,1.97,synthetic
Electronics,1004.68,4.24,Low,Truck,22.58,26.15,synthetic
Documents,988.03,14.54,Critical,Truck,21.07,17.25,synthetic
Food,211.66,37.89,High,Truck,4.02,3.34,synthetic
Electronics,182.87,65.18,Medium,Van,4.7,4.5,synthetic
Other,307.56,36.11,Medium,Truck,6.81,7.28,synthetic
Electronics,251.84,26.44,Medium,Truck,5.56,5.76,synthetic
Pharmaceutical,296.52,95.66,Medium,Truck,6.83,7.49,synthetic
Documents,176.26,11.03,High,Van,4.05,3.59,synthetic
Apparel,44.61,10.63,Medium,Van,1.1,0.87,synthetic
Apparel,463.21,43.32,High,Truck,9.64,8.66,synthetic
Food,117.61,7.86,High,Van,3.07,2.91,synthetic
Other,113.54,33.98,High,Van,2.87,2.92,synthetic
Other,151.57,16.56,Low,Van,3.39,3.79,synthetic
Electronics,246.64,91.5,Medium,Truck,5.32,5.32,synthetic
Apparel,276.26,11.63,High,Truck,6.28,5.56,synthetic
Fragile,216.42,65.68,Low,Truck,4.76,6.87,synthetic
Fragile,251.84,9.76,Medium,Truck,5.91,7.06,synthetic
Other,605.46,29.61,High,Truck,12.37,11.78,synthetic
Other,207.84,36.52,Medium,Truck,4.83,4.8,synthetic
Pharmaceutical,115.51,49.31,Medium,Van,2.74,2.83,synthetic
Fragile,274.92,11.06,Medium,Truck,6.2,7.3,synthetic
Electronics,160.51,27.15,Medium,Bike,8.13,8.24,synthetic
Fragile,161.47,13.16,High,Bike,7.48,7.69,synthetic
Food,124.07,46.03,Low,Van,2.84,3.25,synthetic
Apparel,273.72,22.02,Medium,Truck,5.23,5.29,synthetic
Food,205.82,38.74,Medium,Truck,4.28,4.5,synthetic
Documents,162.37,20.57,Low,Van,4.41,4.94,synthetic
Electronics,129.46,15.88,Critical,Van,3.25,2.97,synthetic
Other,371.79,24.01,Critical,Truck,7.91,6.36,synthetic
Industrial,892.1,26.25,High,Air,1.32,0.61,synthetic
Food,321.31,39.64,Medium,Truck,6.22,6.64,synthetic
Industrial,141.72,57.59,Low,Van,3.56,4.76,synthetic
Electronics,268.04,45.35,High,Truck,5.31,4.65,synthetic
Electronics,358.62,11.28,Medium,Truck,7.99,8.67,synthetic
Apparel,232.69,55.79,Critical,Train,3.36,2.71,synthetic
Apparel,369.45,10.56,Critical,Truck,7.42,5.73,synthetic
Industrial,208.75,8.08,High,Truck,4.33,5.2,synthetic
Documents,138.87,116.98,High,Truck,2.97,3.5,synthetic
Food,137.39,121.51,Critical,Truck,2.82,2.13,synthetic
Apparel,233.42,106.91,Low,Air,0.38,0.3,synthetic
Documents,70.68,19.14,Medium,Van,1.86,1.6,synthetic
Industrial,381.1,47.84,Medium,Truck,9.13,9.37,synthetic
Fragile,85.66,13.99,High,Truck,1.99,1.78,synthetic
Food,191.61,5.16,High,Van,4.25,4.05,synthetic
Other,108.93,253.11,Critical,Truck,2.09,2.0,synthetic
Electronics,443.31,9.7,Low,Truck,9.34,10.33,synthetic
Other,45.04,44.46,High,Van,1.06,0.89,synthetic
Fragile,337.44,84.3,Low,Truck,7.43,10.09,synthetic
Other,166.66,111.92,Medium,Truck,3.81,4.69,synthetic
Pharmaceutical,564.58,44.56,Medium,Truck,10.76,12.52,synthetic
Other,709.88,11.76,Low,Truck,13.69,16.43,synthetic
Fragile,485.62,94.85,Low,Van,10.48,14.08,synthetic
Documents,185.27,9.65,High,Van,5.02,4.7,synthetic
Food,257.38,12.3,Medium,Air,0.44,0.31,synthetic
Food,104.23,72.18,High,Van,2.69,3.04,synthetic
Other,222.35,84.02,Medium,Truck,4.31,4.9,synthetic
Pharmaceutical,103.59,35.76,Low,Van,2.54,2.93,synthetic
Fragile,238.94,186.52,Medium,Truck,5.6,7.09,synthetic
Other,92.67,115.5,Medium,Truck,2.18,2.18,synthetic
Fragile,592.66,11.18,Low,Truck,13.46,17.97,synthetic
Electronics,98.89,100.43,Medium,Truck,1.94,1.98,synthetic
Industrial,586.57,19.95,High,Truck,12.43,11.23,synthetic
Fragile,181.31,32.64,Medium,Van,3.94,3.83,synthetic
Other,186.14,25.73,Low,Van,4.55,5.62,synthetic
Documents,93.37,682.77,Low,Truck,1.94,2.07,synthetic
Fragile,132.99,77.45,Medium,Van,3.51,3.57,synthetic
Electronics,78.7,131.82,Medium,Truck,1.6,1.42,synthetic
Food,184.99,18.64,Medium,Van,4.47,4.68,synthetic
Documents,122.46,36.39,Medium,Van,3.33,3.67,synthetic
Other,81.16,27.05,Medium,Van,1.76,1.6,synthetic
Industrial,140.64,14.99,Medium,Van,3.16,3.45,synthetic
Fragile,39.23,71.21,High,Van,0.91,0.9,synthetic
Electronics,61.05,12.82,Low,Van,1.39,1.96,synthetic
Food,165.23,14.59,Medium,Van,4.39,4.73,synthetic
Other,111.67,54.3,High,Van,2.74,2.76,synthetic
Electronics,205.96,100.39,Low,Truck,4.39,4.88,synthetic
Other,189.84,14.72,High,Van,4.59,4.22,synthetic
Food,535.37,22.41,Medium,Truck,11.68,12.41,synthetic
Food,55.24,118.06,Critical,Truck,1.16,0.71,synthetic
Fragile,430.61,34.55,Medium,Truck,9.98,12.22,synthetic
Pharmaceutical,67.01,11.41,Medium,Van,1.66,2.01,synthetic
Industrial,63.7,23.14,High,Van,1.62,1.63,synthetic
Apparel,328.16,15.41,Medium,Truck,7.0,7.03,synthetic
Fragile,176.62,7.99,Critical,Van,3.86,3.7,synthetic
Apparel,483.12,24.71,Low,Truck,11.0,12.57,synthetic
Food,1020.9,12.38,High,Truck,23.47,21.72,synthetic
Documents,174.62,81.04,High,Truck,3.8,3.74,synthetic
Documents,990.95,9.99,Low,Truck,22.82,27.61,synthetic
Other,112.75,43.11,Medium,Van,2.99,3.43,synthetic
Industrial,176.03,39.42,High,Van,4.7,4.13,synthetic
Industrial,86.9,39.27,Medium,Van,2.37,2.19,synthetic
Electronics,227.34,5.42,Medium,Truck,5.43,5.79,synthetic
Electronics,63.97,80.98,High,Truck,1.23,0.91,synthetic
Electronics,89.51,8.95,Medium,Van,2.07,2.12,synthetic
Pharmaceutical,107.33,27.12,Medium,Van,2.9,3.37,synthetic
Other,86.54,34.82,Low,Van,2.0,2.73,synthetic
Other,153.65,30.19,Medium,Air,0.27,0.38,synthetic
Apparel,63.48,24.32,Medium,Van,1.38,1.56,synthetic
Fragile,380.12,33.1,Critical,Truck,8.8,8.33,synthetic
Other,27.5,96.27,Low,Truck,0.53,0.99,synthetic
Food,232.96,174.02,High,Truck,5.07,4.99,synthetic
Electronics,75.2,49.83,High,Van,1.63,1.43,synthetic
Documents,21.09,29.87,Low,Train,0.36,0.3,synthetic
Other,572.21,34.55,High,Truck,13.28,12.43,synthetic
Documents,32.89,14.51,Medium,Van,0.78,1.11,synthetic
Food,147.43,41.03,Medium,Van,3.55,3.16,synthetic
Food,159.82,62.39,Medium,Van,3.83,3.97,synthetic
Documents,307.96,63.79,High,Truck,6.68,6.64,synthetic
Apparel,304.85,25.75,Medium,Truck,6.43,6.74,synthetic
Industrial,449.41,7.0,High,Truck,9.03,9.02,synthetic
Apparel,113.73,13.38,Medium,Van,2.6,2.38,synthetic
Food,83.58,23.43,High,Van,1.9,2.4,synthetic
Industrial,124.23,58.31,High,Truck,2.73,1.99,synthetic
Food,79.48,34.62,Low,Van,1.93,1.93,synthetic
Electronics,525.14,12.49,Medium,Truck,11.22,11.79,synthetic
Fragile,173.96,10.57,Critical,Van,4.41,3.73,synthetic
Industrial,132.47,28.79,High,Van,3.19,2.98,synthetic
Pharmaceutical,58.21,16.54,Medium,Van,1.35,2.48,synthetic
Documents,451.71,58.84,Critical,Truck,9.22,6.75,synthetic
Electronics,201.55,33.22,Medium,Truck,4.11,4.62,synthetic
Industrial,84.2,144.82,Low,Truck,1.77,1.93,synthetic
Food,73.83,4.71,Medium,Van,1.84,2.32,synthetic
Documents,218.27,10.83,Medium,Truck,5.16,5.68,synthetic
Documents,182.29,58.68,Medium,Van,4.68,5.07,synthetic
Documents,271.17,39.03,High,Truck,5.34,5.14,synthetic
Pharmaceutical,394.1,9.29,Critical,Truck,8.91,8.5,synthetic
Pharmaceutical,221.66,29.09,High,Truck,4.34,4.48,synthetic
Food,399.67,17.22,Medium,Truck,7.78,8.08,synthetic
Food,147.78,288.88,Low,Truck,3.39,4.23,synthetic
Pharmaceutical,320.31,23.28,Critical,Bike,14.12,12.99,synthetic
Documents,216.31,56.18,Medium,Truck,4.39,4.05,synthetic
Other,215.99,42.77,Medium,Truck,4.83,4.9,synthetic
Industrial,90.84,13.45,Medium,Van,2.14,2.36,synthetic
Fragile,421.56,36.77,Medium,Truck,9.76,11.04,synthetic
Documents,28.36,16.87,Medium,Van,0.65,0.94,synthetic
Industrial,72.66,22.68,Medium,Van,1.9,2.43,synthetic
Industrial,190.11,4.43,Low,Van,5.07,6.68,synthetic
Apparel,54.17,0.8,High,Van,1.29,1.58,synthetic
Pharmaceutical,327.77,15.0,High,Truck,6.81,7.18,synthetic
Apparel,179.46,71.62,Medium,Van,4.08,5.03,synthetic
Apparel,173.11,26.41,Medium,Van,3.97,4.17,synthetic
Industrial,34.8,194.21,Low,Truck,0.69,0.36,synthetic
Food,507.15,12.88,Medium,Truck,11.08,11.51,synthetic
Documents,445.27,3.07,High,Truck,8.9,7.81,synthetic
Industrial,108.43,2.67,Medium,Van,2.78,3.07,synthetic
Electronics,89.84,4.53,Low,Van,1.93,2.58,synthetic
Documents,108.17,25.2,Low,Van,2.52,3.7,synthetic
Other,423.36,4.89,Medium,Truck,9.95,10.38,synthetic
Fragile,274.98,51.06,Medium,Truck,5.63,6.72,synthetic
Fragile,818.46,27.26,Critical,Truck,18.35,16.47,synthetic
Electronics,87.46,15.05,Medium,Van,2.06,2.35,synthetic
Apparel,219.29,12.29,High,Van,5.27,4.74,synthetic
Industrial,160.73,89.77,High,Truck,3.18,2.6,synthetic
Industrial,99.65,22.21,Low,Van,2.49,3.06,synthetic
Fragile,190.45,25.24,High,Van,4.77,5.38,synthetic
Other,92.44,13.95,Medium,Air,0.14,0.3,synthetic
Pharmaceutical,418.96,27.45,High,Truck,9.79,10.24,synthetic
Electronics,323.62,30.14,Low,Truck,7.75,9.59,synthetic
Electronics,227.25,127.14,High,Truck,4.76,4.17,synthetic
Pharmaceutical,138.37,11.76,High,Van,3.46,3.82,synthetic
Documents,234.96,13.82,Low,Truck,5.53,6.49,synthetic
Other,232.32,23.86,Medium,Truck,4.77,4.74,synthetic
Fragile,50.63,84.39,Medium,Truck,0.99,0.44,synthetic
Other,113.94,48.87,Low,Train,1.99,2.14,synthetic
Fragile,83.39,17.02,Medium,Van,2.16,2.06,synthetic
Pharmaceutical,26.65,15.01,Medium,Van,0.67,0.99,synthetic
Other,273.31,30.43,Medium,Truck,6.3,6.15,synthetic
Pharmaceutical,238.17,33.22,Low,Truck,4.68,5.68,synthetic
Pharmaceutical,112.83,39.32,Critical,Van,2.93,2.99,synthetic
Pharmaceutical,97.04,18.47,Medium,Van,2.4,2.98,synthetic
Fragile,57.05,39.14,Medium,Van,1.32,1.84,synthetic
Documents,67.49,154.76,Medium,Van,1.54,1.49,synthetic
Documents,336.43,10.44,High,Truck,6.89,5.99,synthetic
Documents,166.58,20.35,Medium,Van,3.66,4.26,synthetic
Other,435.47,23.15,Medium,Truck,9.5,10.27,synthetic
Documents,82.53,24.68,Critical,Van,2.09,1.09,synthetic
Apparel,473.75,66.3,Medium,Truck,10.43,11.45,synthetic
Other,390.18,10.98,Low,Bike,18.2,21.42,synthetic
Food,185.69,7.74,Medium,Train,3.19,3.28,synthetic
Industrial,41.13,65.37,Critical,Van,0.91,0.59,synthetic
Fragile,692.04,18.08,Critical,Truck,15.69,14.61,synthetic
Other,112.18,8.31,Low,Van,2.42,2.78,synthetic
Apparel,451.83,8.39,Critical,Truck,9.05,8.14,synthetic
Pharmaceutical,70.94,24.5,Medium,Air,0.11,0.51,synthetic
Food,88.64,9.34,Medium,Van,2.13,2.2,synthetic
Documents,102.35,65.3,Low,Van,2.75,3.5,synthetic
Apparel,182.62,58.84,High,Van,4.39,4.37,synthetic
Food,110.45,50.37,Low,Van,2.67,3.07,synthetic
Documents,511.43,41.59,Medium,Truck,9.75,10.36,synthetic
Fragile,182.79,24.89,High,Van,4.38,4.42,synthetic
Fragile,120.67,41.09,High,Van,2.85,2.79,synthetic
Electronics,55.85,27.77,Medium,Van,1.51,1.6,synthetic
Fragile,171.0,25.82,Critical,Van,4.4,3.75,synthetic
Pharmaceutical,256.33,12.35,High,Truck,5.31,4.97,synthetic
Pharmaceutical,96.2,11.38,High,Van,2.25,2.68,synthetic
Documents,301.41,22.17,Critical,Truck,7.21,6.66,synthetic
Apparel,480.81,3.62,Low,Truck,9.86,11.61,synthetic
Apparel,1476.41,7.5,High,Air,2.4,2.21,synthetic
Apparel,195.3,43.06,Medium,Van,4.66,5.43,synthetic
Industrial,190.55,6.76,Low,Van,4.25,4.85,synthetic
Electronics,78.91,3.99,Critical,Van,2.04,1.32,synthetic
Food,236.47,55.38,Medium,Truck,5.46,5.98,synthetic
Electronics,104.8,91.48,Medium,Truck,2.13,2.6,synthetic
Industrial,238.52,74.58,High,Truck,5.41,4.95,synthetic
Industrial,145.73,63.73,High,Van,3.48,3.96,synthetic
Apparel,97.73,35.5,High,Van,2.61,2.71,synthetic
Pharmaceutical,314.83,60.61,Medium,Truck,6.14,8.44,synthetic
Fragile,98.18,22.05,High,Van,2.23,2.83,synthetic
Fragile,75.27,41.92,Medium,Van,1.72,2.12,synthetic
Industrial,256.72,44.02,Low,Truck,5.33,5.82,synthetic
Documents,304.43,10.71,Medium,Truck,6.22,6.33,synthetic
Documents,49.79,28.1,High,Van,1.23,1.83,synthetic
Documents,236.99,8.21,Medium,Truck,4.77,5.15,synthetic
Industrial,346.91,172.07,Low,Van,9.42,11.61,synthetic
Documents,504.36,10.87,Medium,Van,13.61,14.46,synthetic
Other,362.06,90.99,High,Truck,7.62,7.19,synthetic
Other,466.7,53.75,Medium,Truck,9.25,9.99,synthetic
Pharmaceutical,384.05,56.54,Low,Truck,9.12,12.28,synthetic
Electronics,62.26,11.94,High,Van,1.34,1.8,synthetic
Fragile,262.06,45.36,Low,Truck,5.8,7.83,synthetic
Industrial,392.18,7.64,Low,Truck,8.86,10.59,synthetic
Apparel,208.58,28.03,High,Truck,4.6,4.02,synthetic
Pharmaceutical,494.63,42.72,Critical,Truck,9.81,9.19,synthetic
Fragile,157.64,24.4,Critical,Van,3.72,3.41,synthetic
Fragile,165.06,14.13,Critical,Van,4.27,3.82,synthetic
Other,123.35,180.57,Medium,Truck,2.93,3.45,synthetic
Industrial,173.13,12.35,Low,Van,3.83,4.52,synthetic
Apparel,145.24,18.62,Medium,Van,3.62,3.59,synthetic
Pharmaceutical,236.41,131.67,Medium,Truck,5.64,6.72,synthetic
Food,557.29,5.13,Low,Truck,11.7,13.53,synthetic
Electronics,279.93,39.69,Medium,Truck,6.64,7.44,synthetic
Industrial,145.7,54.85,High,Van,3.77,3.59,synthetic
Apparel,59.76,25.38,High,Van,1.48,1.64,synthetic
Food,346.91,109.62,Medium,Truck,7.72,8.62,synthetic
Fragile,77.67,69.22,Medium,Van,1.97,2.34,synthetic
Pharmaceutical,112.26,27.35,Medium,Van,2.65,2.6,synthetic
Apparel,84.73,75.24,Low,Van,1.89,2.06,synthetic
Fragile,254.32,24.38,Low,Truck,5.2,6.89,synthetic
Other,110.45,4.21,Critical,Van,2.83,2.38,synthetic
Fragile,620.44,7.9,High,Truck,12.59,12.34,synthetic
Apparel,280.6,65.97,High,Truck,5.28,4.54,synthetic
Electronics,254.76,59.59,Critical,Truck,5.48,4.87,synthetic
Industrial,129.7,41.31,Critical,Van,2.82,1.96,synthetic
Fragile,337.2,8.3,High,Truck,7.47,7.71,synthetic
Food,319.02,58.88,Medium,Truck,6.1,6.13,synthetic
Apparel,34.88,19.53,High,Van,0.9,0.95,synthetic
